name,latitude,longitude,category,description,website,source,type,address,district
Kabaragala Peak Viewpoint,7.0722251,80.5136336,Viewpoint,,,OpenStreetMap,,,
Birds Information Center,6.5291643,81.7058887,Viewpoint,,,OpenStreetMap,,,
Kirigalpotta,6.7989937,80.7664235,Mountain / Peak,,,OpenStreetMap,,,
Palm rope swing.,6.0013739,80.2600697,Tourist Attraction,,,OpenStreetMap,,,
Ship Rock,6.0001929,80.2620853,Tourist Attraction,,,OpenStreetMap,,,
Demodara Train Viewing Point,6.9036287,81.0518427,Viewpoint,,,OpenStreetMap,,,
Narangala,7.0355129,81.0103941,Mountain / Peak,,,OpenStreetMap,,,
Narangala Mountain Viewpoint,7.0369557,81.0086238,Viewpoint,,,OpenStreetMap,,,
Sri Pada Falls Viewpoint,6.799745,80.5518171,Viewpoint,,,OpenStreetMap,,,
Kokagala,7.0899852,81.1440593,Viewpoint,,,OpenStreetMap,,,
Surf Control - Surf School & Stuff,6.1276002,80.1044062,Tourist Attraction,,,OpenStreetMap,,,
Pahan Gala Viewpoint,7.5297338,80.490877,Viewpoint,,,OpenStreetMap,,,
Dell Hill,6.8872739,80.6447982,Mountain / Peak,,,OpenStreetMap,,,
Preston Hill,6.8675257,80.6526518,Mountain / Peak,,,OpenStreetMap,,,
Elbedda,6.847159,80.665183,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 6,6.8866561,80.4976201,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 1,6.8951985,80.4876637,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 7,6.8838548,80.498693,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 5,6.8885094,80.4956782,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 4,6.8913533,80.4929691,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 3,6.892051,80.4922074,Mountain / Peak,,,OpenStreetMap,,,
Saptha Kanya 2,6.8936647,80.4896378,Mountain / Peak,,,OpenStreetMap,,,
Mawaralagala,7.3937485,81.1042285,Mountain / Peak,,,OpenStreetMap,,,
Waulpane Cave,6.4249508,80.7328816,Viewpoint,,,OpenStreetMap,,,
Kalupahana,7.4415776,80.8084003,Viewpoint,Knuckles Forest - Ududumbara,,OpenStreetMap,,,
Meemure Lakegala Hiking Area,7.4595359,80.842701,Tourist Attraction,,,OpenStreetMap,,,
Heen Gaga Natural Pool,7.420077,80.8463495,Tourist Attraction,,,OpenStreetMap,,,
Confluence Waterfall And Natural Pool,7.4201408,80.84735,Tourist Attraction,,,OpenStreetMap,,,
Sliding Rock,7.4361229,80.8581517,Tourist Attraction,,,OpenStreetMap,,,
Kondagala,6.6943503,80.560158,Mountain / Peak,,,OpenStreetMap,,,
Belipola Arboretum,6.8598843,80.9494456,Tourist Attraction,,https://www.belipolaarboretum.earth/,OpenStreetMap,,,
Ruins Main Residential Complex,8.3677261,80.3930744,Tourist Attraction,,,OpenStreetMap,,,
Mahinda cave,8.3522427,80.5197119,Tourist Attraction,,,OpenStreetMap,,,
Ruins,8.3479334,80.4131871,Tourist Attraction,,,OpenStreetMap,,,
Ruins,8.3551703,80.4279432,Tourist Attraction,,,OpenStreetMap,,,
Dutch Fort,6.9912024,81.0540106,Tourist Attraction,,,OpenStreetMap,,,
Udaweriya,6.7946732,80.8656034,Mountain / Peak,,,OpenStreetMap,,,
Narangala,7.2921762,80.3334002,Mountain / Peak,,,OpenStreetMap,,,
Managala,7.2789202,80.3473243,Mountain / Peak,,,OpenStreetMap,,,
Potani,7.9373361,80.7148794,Tourist Attraction,,,OpenStreetMap,,,
Eth Vehara,8.347538,80.5126963,Mountain / Peak,,,OpenStreetMap,,,
Stilt Fishermen,5.9585884,80.4060051,Tourist Attraction,,,OpenStreetMap,,,
Dothalugala,7.3334344,80.848163,Mountain / Peak,,,OpenStreetMap,,,
Koboneelagala,7.353465,80.8357233,Mountain / Peak,,,OpenStreetMap,,,
Dumbaanagala,7.3831672,80.8557379,Mountain / Peak,,,OpenStreetMap,,,
Aliyawetunaela,7.371277,80.822736,Mountain / Peak,,,OpenStreetMap,,,
Knuckles-Kirigalpotta,7.4766978,80.729996,Mountain / Peak,,,OpenStreetMap,,,
Gombaniya,7.4551115,80.7482898,Mountain / Peak,,,OpenStreetMap,,,
Ruwanweli Maha Seya,8.350051,80.3963636,Tourist Attraction,,,OpenStreetMap,,,
Leopard rock,7.3889981,80.8105895,Viewpoint,,,OpenStreetMap,,,
Stick Fishermen,5.9699302,80.3680142,Tourist Attraction,,,OpenStreetMap,,,
Preaching Rock,7.9584831,80.7586264,Tourist Attraction,,,OpenStreetMap,,,
Viewpoint Hurulu Eco Park,8.1214385,80.8036939,Viewpoint,,,OpenStreetMap,,,
Growing Stone,9.5203414,79.7211376,Tourist Attraction,,,OpenStreetMap,,,
Kalugala,7.1524131,81.118666,Mountain / Peak,,,OpenStreetMap,,,
Rathmalkanda,8.0142419,80.6495029,Mountain / Peak,,,OpenStreetMap,,,
Shark view point,6.1314908,80.0997773,Viewpoint,,,OpenStreetMap,,,
Peacock Hill,7.0852774,80.6327218,Mountain / Peak,,,OpenStreetMap,,,
Handapan Ella Falls,6.444556,80.5835822,Tourist Attraction,,,OpenStreetMap,,,
Arisimalai Fishing Point,8.9354345,81.0048956,Tourist Attraction,,,OpenStreetMap,,,
Arisimale Beach,8.9364573,81.0072988,Viewpoint,,,OpenStreetMap,,,
Rammale Mountain,6.2197856,80.6235568,Mountain / Peak,,,OpenStreetMap,,,
Hatale Patana World's End,7.3826592,80.7226065,Viewpoint,,,OpenStreetMap,,,
Kellebokka State Viewpoint,7.4342524,80.7121697,Viewpoint,,,OpenStreetMap,,,
Ingurugala,7.307591,80.4575694,Mountain / Peak,,,OpenStreetMap,,,
Alagalla,7.2979754,80.4715679,Mountain / Peak,,,OpenStreetMap,,,
Rathna Ella Waterfall,7.3754749,80.9241449,Viewpoint,,,OpenStreetMap,,,
Stentry Box,7.0732641,80.4894501,Mountain / Peak,,,OpenStreetMap,,,
Kabaragala,7.0706661,80.5031508,Mountain / Peak,,,OpenStreetMap,,,
Sapumalgaskada Ancient Temple,8.8963125,80.6555209,Viewpoint,,,OpenStreetMap,,,
Devil's Starcase,6.8003302,80.8414023,Viewpoint,,,OpenStreetMap,,,
Baker's Bend,6.7608756,80.7836272,Viewpoint,,,OpenStreetMap,,,
Kabaragala,6.920946,81.1285682,Mountain / Peak,,,OpenStreetMap,,,
Eladaluwa,6.9735744,81.053009,Mountain / Peak,,,OpenStreetMap,,,
Green Mount,6.8200659,80.6912329,Mountain / Peak,,,OpenStreetMap,,,
Halamba Iron Bridge,6.9970403,80.9853827,Viewpoint,,,OpenStreetMap,,,
Buddama Kanda,7.0454634,81.491164,Mountain / Peak,,,OpenStreetMap,,,
Monaragala,6.9021996,81.3478376,Mountain / Peak,,,OpenStreetMap,,,
Panama Beach,6.7665075,81.8256521,Beach,,,OpenStreetMap,,,
Kirawanagama Falls,6.7333028,80.9317772,Tourist Attraction,,,OpenStreetMap,,,
Labunoruwa Kanda,8.1654349,80.638915,Mountain / Peak,,,OpenStreetMap,,,
Karagahatenna Transmission Station,7.5900283,80.7137648,Viewpoint,,,OpenStreetMap,,,
Opalgala Transmission Station,7.5886683,80.7046115,Viewpoint,,,OpenStreetMap,,,
Opalgala,7.5897916,80.7053919,Mountain / Peak,,,OpenStreetMap,,,
Karagahatenna,7.5894418,80.7136586,Mountain / Peak,,,OpenStreetMap,,,
Patanagala,7.5496196,80.7298554,Mountain / Peak,,,OpenStreetMap,,,
LTTE Leadership Bunker,9.2986714,80.6855451,Tourist Attraction,,,OpenStreetMap,,,
James Taylor's Site,7.1481167,80.7011912,Viewpoint,,,OpenStreetMap,,,
Dikkande Mansion,7.067806,80.0968967,Tourist Attraction,,,OpenStreetMap,,,
Miunu Ella Waterfall,6.6428272,80.2653931,Tourist Attraction,,,OpenStreetMap,,,
Kondagala,7.1467025,80.6992552,Mountain / Peak,,,OpenStreetMap,,,
Bathalegala,7.1900861,80.4338935,Viewpoint,,,OpenStreetMap,,,
Dolukanda,7.611748,80.4096758,Mountain / Peak,,,OpenStreetMap,,,
Yakdessagala,7.5834598,80.3219891,Mountain / Peak,,,OpenStreetMap,,,
Kurullangala,6.8107639,81.0640222,Viewpoint,,,OpenStreetMap,,,
Yahangala,7.4079947,80.9054768,Mountain / Peak,,,OpenStreetMap,,,
Paraviyangala,6.7412979,80.795348,Viewpoint,,,OpenStreetMap,,,
Monaragala,7.084896,80.632385,Viewpoint,,,OpenStreetMap,,,
වල්පොලමුල්ල,7.4934698,80.7687593,Tourist Attraction,,,OpenStreetMap,,,
Galkadawala Lake,8.0313636,80.6930609,Viewpoint,,,OpenStreetMap,,,
Galkadawala Lake,8.0304517,80.6922117,Viewpoint,,,OpenStreetMap,,,
Katusu Konda,7.2263125,80.6400359,Viewpoint,,,OpenStreetMap,,,
Gira Hote Cave,7.2259162,80.6401787,Cave,,,OpenStreetMap,,,
Dolukanda Cave,7.6253621,80.406309,Cave,,,OpenStreetMap,,,
Dolukanda Sunset,7.6228617,80.4069394,Viewpoint,,,OpenStreetMap,,,
Dolukanda Cave 2,7.6219792,80.4106071,Cave,,,OpenStreetMap,,,
Monkey View,6.0106677,80.2469573,Tourist Attraction,,,OpenStreetMap,,,
Amundara Udaha,6.4488078,80.2190616,Mountain / Peak,,,OpenStreetMap,,,
Andahelena Ella,6.2586051,80.197338,Tourist Attraction,,,OpenStreetMap,,,
Raja Wetunu Ella,6.374451,80.5445628,Tourist Attraction,,,OpenStreetMap,,,
Pareiyan Ella Falls,6.8499267,81.2373371,Tourist Attraction,,,OpenStreetMap,,,
Limestone Pools,6.6555574,80.8554492,Tourist Attraction,,,OpenStreetMap,,,
Kalu Dola Ella,6.3745281,80.2370436,Tourist Attraction,,,OpenStreetMap,,,
Rangala Natural Pool,7.3694319,80.7821916,Tourist Attraction,,,OpenStreetMap,,,
Pettigala,7.286341,80.7598155,Mountain / Peak,,,OpenStreetMap,,,
Pettigala 2nd View Point,7.2865278,80.7589161,Viewpoint,,,OpenStreetMap,,,
Pettigala View Point,7.2862977,80.7598718,Viewpoint,,,OpenStreetMap,,,
Ambalammana Peak,7.222967,80.6642552,Mountain / Peak,,,OpenStreetMap,,,
Walankanda,6.4923264,80.4811049,Mountain / Peak,,,OpenStreetMap,,,
The Cocoons viewpoint,7.6084826,80.4607682,Viewpoint,,,OpenStreetMap,,,
Nagrak Mountain,6.7574897,80.7754026,Mountain / Peak,"Balangoda Plantations , Nagrak Estate Peak",,OpenStreetMap,,,
Galgiriya Mountain,7.9295561,80.3845269,Mountain / Peak,,,OpenStreetMap,,,
Nelligala,7.3027793,80.559935,Mountain / Peak,,,OpenStreetMap,,,
Gal Goa,6.9013991,80.4986165,Cave,,,OpenStreetMap,,,
Elephant Rock,6.8981543,81.847449,Tourist Attraction,,,OpenStreetMap,,,
walakadahena peak,6.1193885,80.7376843,Mountain / Peak,,,OpenStreetMap,,,
thorana,6.8257088,80.5215046,Cave,,,OpenStreetMap,,,
dolamaite Excavtion site,7.5738695,80.6264443,Cliff,,,OpenStreetMap,,,
Sathutu Uyana,6.9603056,79.8649125,Tourist Attraction,,,OpenStreetMap,,,
Ahungalla Sea Turtles Conservation Project,6.3000371,80.0378652,Tourist Attraction,,,OpenStreetMap,,,
Red Bridge Lower Fall,6.5656829,80.4754141,Tourist Attraction,,,OpenStreetMap,,,
Red Bridge Upper  Fall,6.5660506,80.4777128,Tourist Attraction,,,OpenStreetMap,,,
450101,8.7157875,80.350127,Viewpoint,,,OpenStreetMap,,,
45012,8.7160156,80.3603526,Viewpoint,,,OpenStreetMap,,,
45012,8.7168379,80.3617971,Viewpoint,,,OpenStreetMap,,,
Kitulana Tank View,6.8886092,81.7197349,Viewpoint,,,OpenStreetMap,,,
Makara Kata (Dragon's Mouth),7.1913042,81.4239628,Tourist Attraction,,,OpenStreetMap,,,
Nilgala Summit,7.1749998,81.3703193,Mountain / Peak,,,OpenStreetMap,,,
Bulupitihela Summit,7.1839792,81.3637486,Mountain / Peak,,,OpenStreetMap,,,
Kalu Diya Wala,6.8228084,80.2441648,Tourist Attraction,,,OpenStreetMap,,,
Patna Viewpoint,6.3784533,80.6011202,Viewpoint,,,OpenStreetMap,,,
Tea plantations view,6.9563336,80.7670901,Viewpoint,,,OpenStreetMap,,,
Balumgala,6.7110142,80.7907279,Mountain / Peak,,,OpenStreetMap,,,
Eco Tourism Center Urani,6.9195136,81.8376765,Tourist Attraction,,,OpenStreetMap,,,
Glenanore View Point,6.7756248,80.9327181,Viewpoint,,,OpenStreetMap,,,
Samanalawewa Reservoir,6.6967399,80.7635782,Tourist Attraction,,,OpenStreetMap,,,
Octagonal ruin,8.3401821,80.3895262,Tourist Attraction,,,OpenStreetMap,,,
Rock cave with stone doorway,8.3265829,80.3895948,Tourist Attraction,,,OpenStreetMap,,,
Arangala,7.698132,80.6385301,Mountain / Peak,,,OpenStreetMap,,,
Elephant Rock,6.8098391,81.8241626,Mountain / Peak,,,OpenStreetMap,,,
Flower,6.4264508,79.9980317,Tourist Attraction,,,OpenStreetMap,,,
Athugala,7.4888911,80.371912,Cliff,,,OpenStreetMap,,,
Sri Rama's Bridge Viewpoint,9.0814516,79.6987268,Viewpoint,,,OpenStreetMap,,,
Giragama Walawwa,7.2942985,80.6359662,Tourist Attraction,,,OpenStreetMap,,,
Puss-wel (Giant liana),7.301254,80.6432612,Tourist Attraction,,,OpenStreetMap,,,
Viewpoint of Asgiri Maha Vihara Pirivena,7.2956008,80.6337295,Viewpoint,,,OpenStreetMap,,,
Henewala Wadigala,7.2495962,81.4122686,Viewpoint,,,OpenStreetMap,,,
Henewala Cave,7.2512886,81.4085372,Cave,,,OpenStreetMap,,,
Pattiyathalawa Cave,7.2596543,81.3898962,Cave,,,OpenStreetMap,,,
Belumgala,7.2652376,81.3835638,Viewpoint,,,OpenStreetMap,,,
Kahatapitiya Cave,7.2798437,81.4203883,Cave,,,OpenStreetMap,,,
Galoya Forest View,7.2641499,81.3729115,Viewpoint,,,OpenStreetMap,,,
Bulupitiya Bend Ganadewi Temple,7.2624865,81.3741163,Viewpoint,,,OpenStreetMap,,,
Inginiyagala Summit,7.2200248,81.536128,Mountain / Peak,,,OpenStreetMap,,,
Crocodile Ponds,6.7591941,81.7851014,Tourist Attraction,,,OpenStreetMap,,,
Giant Hearth-Stone,6.6274201,81.7571301,Tourist Attraction,,,OpenStreetMap,,,
Kiththul Malai Hill,7.6419785,81.445833,Mountain / Peak,,,OpenStreetMap,,,
Slide & swing ella,6.8768528,81.0630019,Tourist Attraction,,,OpenStreetMap,,,
Eagle's Viewpoint,6.9762642,80.7539875,Viewpoint,,,OpenStreetMap,,,
Jodu Ella Water Falls,7.4004888,80.775762,Tourist Attraction,,,OpenStreetMap,,,
Summit level,6.848736,80.833256,Tourist Attraction,,,OpenStreetMap,,,
Pigeon Island Tours,8.6924728,81.18921,Tourist Attraction,Snorkeling Diving Whale Dolphin Watching Fishing Trips Lagoon Safari Day and Round Trips Airport Transfer Car van TukTuk all tourist information's and Bookings proved,https://pigeonislandtours.com,OpenStreetMap,,,
Maha Gal Amuna,6.7537203,81.6973474,Tourist Attraction,,,OpenStreetMap,,,
Mapagala Rock,7.9500924,80.7574137,Viewpoint,,,OpenStreetMap,,,
Gorikana Mountain,7.4654996,81.4065997,Mountain / Peak,,,OpenStreetMap,,,
Yaka Netu Hela,7.4112143,81.4218574,Mountain / Peak,,,OpenStreetMap,,,
Maha Seethala Wanniya,7.4819458,81.4579961,Mountain / Peak,,,OpenStreetMap,,,
Kuda Seethala Wanniya,7.4672253,81.4424862,Mountain / Peak,,,OpenStreetMap,,,
Moragala Kanda,7.2985214,81.5342755,Mountain / Peak,,,OpenStreetMap,,,
Namal Oya Kanda,7.3186717,81.5011417,Mountain / Peak,,,OpenStreetMap,,,
Balakaduwa Ella,7.4275761,80.6114595,Viewpoint,,,OpenStreetMap,,,
plantation de thé escalier,7.1118844,80.6365621,Viewpoint,,,OpenStreetMap,,,
Kokagala,6.8823404,81.7211032,Viewpoint,,,OpenStreetMap,,,
Sengamuwa Tank Viewpoint 1,6.890873,81.7568206,Viewpoint,,,OpenStreetMap,,,
Sengamuwa Tank Viewpoint 2,6.8964927,81.7552084,Viewpoint,,,OpenStreetMap,,,
Kokkatumulla,6.9049816,81.7012061,Viewpoint,,,OpenStreetMap,,,
Buruthagaha Viewpoint,6.9010229,81.7052987,Viewpoint,,,OpenStreetMap,,,
Sulupatumulla,6.8902639,81.7170659,Viewpoint,,,OpenStreetMap,,,
Endagala Summit,7.1718745,81.4143685,Mountain / Peak,,,OpenStreetMap,,,
Kahataththahela Summit,7.1985107,81.3700573,Mountain / Peak,,,OpenStreetMap,,,
Yakunnehela Summit,7.2046031,81.3313249,Mountain / Peak,,,OpenStreetMap,,,
Walasgala Summit,7.1446253,81.5390741,Mountain / Peak,,,OpenStreetMap,,,
Pallanhela Summit,7.1856401,81.5618397,Mountain / Peak,,,OpenStreetMap,,,
Wadinagala Summit,7.0999131,81.5178793,Mountain / Peak,,,OpenStreetMap,,,
Guruhela Summit,7.1168958,81.3964992,Mountain / Peak,,,OpenStreetMap,,,
Kadirampila,7.0964118,81.3866045,Mountain / Peak,,,OpenStreetMap,,,
Kirikekumangoda,7.1452915,81.3254149,Mountain / Peak,,,OpenStreetMap,,,
Dorapuruwagoda,7.1865092,81.453179,Mountain / Peak,,,OpenStreetMap,,,
Medahelawala Kanda,7.1469148,81.4292095,Mountain / Peak,,,OpenStreetMap,,,
Danigala,7.2517975,81.3795243,Mountain / Peak,,,OpenStreetMap,,,
Udaperuwahela,7.2641165,81.4069767,Mountain / Peak,,,OpenStreetMap,,,
Ambaththehela,7.2823174,81.4334924,Mountain / Peak,,,OpenStreetMap,,,
Kulaletagala,7.3083985,81.4205136,Mountain / Peak,,,OpenStreetMap,,,
Degalwalagoda,7.3370315,81.4380364,Mountain / Peak,,,OpenStreetMap,,,
Mahabaliaula,7.3468839,81.479442,Mountain / Peak,,,OpenStreetMap,,,
Weerawinnahela,7.3481053,81.4758811,Mountain / Peak,,,OpenStreetMap,,,
Ballawala,7.3500762,81.4822368,Mountain / Peak,,,OpenStreetMap,,,
Wawinnegoda,7.3546479,81.4736557,Mountain / Peak,,,OpenStreetMap,,,
Ritagala,7.3455601,81.4917755,Mountain / Peak,,,OpenStreetMap,,,
Mulagama Cave,7.2579871,81.4806789,Cave,,,OpenStreetMap,,,
Buddha,7.3043239,80.6431704,Tourist Attraction,,,OpenStreetMap,,,
Two Oceans Gateway,5.9613659,80.718916,Tourist Attraction,,,OpenStreetMap,,,
Secret Viewpoint,6.7881097,81.0039914,Viewpoint,,,OpenStreetMap,,,
Duwannagala Rock,7.942375,80.7419599,Viewpoint,,,OpenStreetMap,,,
Sunset Point,7.9431196,80.7420397,Viewpoint,,,OpenStreetMap,,,
Deer Park,8.5759103,81.2380818,Tourist Attraction,,,OpenStreetMap,,,
Lagoon,8.6828167,81.1838639,Viewpoint,,,OpenStreetMap,,,
Kumara Pokuna,7.9421856,81.0024224,Tourist Attraction,,,OpenStreetMap,,,
Peak,7.6616354,80.3911581,Tourist Attraction,,,OpenStreetMap,,,
Adam's Peak View,6.8235276,80.8055421,Tourist Attraction,,,OpenStreetMap,,,
Mahaveli River Source Stream,6.817415,80.7930821,Tourist Attraction,,,OpenStreetMap,,,
Awesome Beach and Dunes,8.2316679,79.7332496,Beach,,,OpenStreetMap,,,
Muthupanthiya beach,7.7100696,79.7962265,Beach,,,OpenStreetMap,,,
Donkey Clinic and education centre,9.0535636,79.8477027,Tourist Attraction,,,OpenStreetMap,,,
Black Bridge,6.8226545,80.8334106,Tourist Attraction,,,OpenStreetMap,,,
Dehiwala Beach,6.8607018,79.859617,Beach,,,OpenStreetMap,,,
Comunity Based Tourism Office,8.0401961,80.750841,Tourist Attraction,,,OpenStreetMap,,,
Pekoe Trail Start Stage 9,6.7970076,80.6778261,Tourist Attraction,,,OpenStreetMap,,,
Pekoe Trail Start Stage 8,6.8368799,80.6140831,Tourist Attraction,,,OpenStreetMap,,,
Pekoe Trail Stage 6 Start Point,6.9269317,80.6175576,Tourist Attraction,,,OpenStreetMap,,,
Hanging bridge,8.7510717,80.1638348,Tourist Attraction,,,OpenStreetMap,,,
Amazing view of waterfall  and tea plantations,7.0564054,80.7059241,Viewpoint,,,OpenStreetMap,,,
Incredible view of waterfall and tea plantations,7.056769,80.7052686,Viewpoint,,,OpenStreetMap,,,
Beautyful view point over tea plantations,6.7848669,81.0143378,Viewpoint,,,OpenStreetMap,,,
Mawella beach,5.9954466,80.7461264,Viewpoint,,,OpenStreetMap,,,
Paramount Spice Garden,7.5808782,80.626484,Tourist Attraction,,,OpenStreetMap,,,
Stilt fishermen,5.9754302,80.3544967,Tourist Attraction,,,OpenStreetMap,,,
Stilt fishermen,5.9610609,80.397726,Tourist Attraction,,,OpenStreetMap,,,
Mailavillu Viewpoint,8.5086146,79.898995,Viewpoint,,,OpenStreetMap,,,
Crocodile Watching,8.4718466,79.883527,Viewpoint,,,OpenStreetMap,,,
Bat Watching,8.5652761,79.9244528,Viewpoint,,,OpenStreetMap,,,
Kala Oya Suspension Bridge,8.2917466,79.8854399,Tourist Attraction,,,OpenStreetMap,,,
Bathing Place,8.2913183,79.8841371,Tourist Attraction,,,OpenStreetMap,,,
Good Market fair trade and organic market,6.9061323,79.8644793,Tourist Attraction,,,OpenStreetMap,,,
Elephant cruelty,7.9513664,80.7537721,Tourist Attraction,,,OpenStreetMap,,,
Wedasitikanda,6.3868474,81.3359285,Mountain / Peak,,,OpenStreetMap,,,
Vallikanda,6.3879743,81.3415647,Mountain / Peak,,,OpenStreetMap,,,
Nice Viewpoint,7.0425266,80.7078815,Viewpoint,,,OpenStreetMap,,,
Thomas Seat,6.7666726,80.9390668,Viewpoint,,,OpenStreetMap,,,
Paltania Rock,6.7716614,80.830548,Cliff,,,OpenStreetMap,,,
Infinity Pool,7.464449,80.7979849,Tourist Attraction,,,OpenStreetMap,,,
Dumbara Ella Falls and Pool,7.4701126,80.791555,Tourist Attraction,,,OpenStreetMap,,,
Madu River Safari No 07,6.2736394,80.0382751,Tourist Attraction,,,OpenStreetMap,,,
Train Viewpoint,6.928196,79.8599153,Viewpoint,,,OpenStreetMap,,,
Waterfall,6.8658202,81.0443542,Viewpoint,,,OpenStreetMap,,,
Giants Footprint,9.5180455,79.6581539,Tourist Attraction,,,OpenStreetMap,,,
Katupotha Kanda,8.3284962,80.5185503,Mountain / Peak,,,OpenStreetMap,,,
Gatalagama Kanda,8.2703415,80.5168306,Mountain / Peak,,,OpenStreetMap,,,
Kirinde Beach,6.2172007,81.3378188,Beach,,,OpenStreetMap,,,
Wild Beach,5.9648428,80.3845712,Beach,,,OpenStreetMap,,,
Midigama Beach,5.9648291,80.3907672,Beach,,,OpenStreetMap,,,
Ahangama Secret Beach,5.9676066,80.3713103,Beach,,,OpenStreetMap,,,
Ahangama Beach,5.9669042,80.374696,Beach,,,OpenStreetMap,,,
Thuduvila,7.644489,81.3691558,Mountain / Peak,,,OpenStreetMap,,,
Devon water fall view point,6.9521318,80.6364087,Viewpoint,,,OpenStreetMap,,,
Devon Falls Top Viewpoint,6.9513224,80.629628,Viewpoint,,,OpenStreetMap,,,
Sigiriya,7.9568222,80.7598528,Tourist Attraction,1860 marches à monter afin d'atteindre le sommet (~1h30),,OpenStreetMap,,,
Ambatale Water Treatment Plant,6.9319475,79.9444876,Protected Area,,,OpenStreetMap,,,
Gangodawila Magistrate Court,6.8657701,79.8964889,Protected Area,,,OpenStreetMap,,,
Gendawana Gala,6.2362426,80.0453841,Protected Area,,,OpenStreetMap,,,
Bentota,6.4291026,79.9918717,Beach,,,OpenStreetMap,,,
Bentota,6.4065511,79.9998753,Beach,,,OpenStreetMap,,,
UNESCO's 38th World Heritage Protected Site,6.0303134,80.2171764,Protected Area,,,OpenStreetMap,,,
Attidiya Bird Sanctuary,6.8345523,79.8912641,Protected Area,,,OpenStreetMap,,,
Polhena Beach,5.9361884,80.525886,Beach,,,OpenStreetMap,,,
Bogambara,7.2906798,80.635435,Tourist Attraction,,,OpenStreetMap,,,
Police Training School,7.2263164,79.8778064,Protected Area,,,OpenStreetMap,,,
Arugam Bay,6.8618103,81.8379235,Beach,,,OpenStreetMap,,,
Pottuvil Fishing Point,6.8457455,81.8338443,Beach,,,OpenStreetMap,,,
Nilaveli Beach,8.6994023,81.1942909,Beach,,,OpenStreetMap,,,
Pasikudah Beach,7.9293976,81.5690037,Beach,,,OpenStreetMap,,,
Kiralawalla Beach,5.9255996,80.5946417,Beach,Kiralawalla Beach ( කිරලවැල්ල ) located on Devinuwara Kiralawalla area.This is a fishery beach.,,OpenStreetMap,,,
Uppuveli Beach,8.598839,81.229188,Beach,,,OpenStreetMap,,,
St. Paul's Church,7.2945301,80.6397335,Tourist Attraction,,,OpenStreetMap,,,
Queen's Bath,7.2929338,80.6411342,Tourist Attraction,,,OpenStreetMap,,,
Hikkaduwa Beach,6.1347151,80.0997352,Beach,,,OpenStreetMap,,,
Negombo Water Treatment Plant,7.272949,79.8847008,Protected Area,,,OpenStreetMap,,,
Medavasala,7.2936127,80.6418612,Tourist Attraction,,,OpenStreetMap,,,
Mirissa Beach,5.943154,80.459959,Beach,,,OpenStreetMap,,,
roda,8.6846008,81.1587811,Protected Area,,,OpenStreetMap,,,
புனித மரியன்னை பேராலயம்,7.712446,81.696032,Tourist Attraction,,https://battidiocese.org/,OpenStreetMap,,,
Dambatenne Tea Factory,6.7833603,81.0034808,Tourist Attraction,,,OpenStreetMap,,,
Koggala Beach Park,5.9857609,80.3282366,Beach,,,OpenStreetMap,,,
Panadura Beach,6.7117224,79.9016779,Beach,,,OpenStreetMap,,,
Kiri Vehera,7.9632806,81.0036212,Tourist Attraction,,,OpenStreetMap,,,
Council Chamber,7.9427429,81.001874,Tourist Attraction,,,OpenStreetMap,,,
Bathing Pond,7.942164,81.0024434,Tourist Attraction,,,OpenStreetMap,,,
Negombo Beach Park,7.2349757,79.8399473,Beach,,,OpenStreetMap,,,
Negombo Beach Park,7.2422755,79.8407254,Beach,,,OpenStreetMap,,,
Ambalangoda Beach,6.2499881,80.0431756,Beach,,,OpenStreetMap,,,
Unawatuna,6.0081986,80.2478088,Beach,,,OpenStreetMap,,,
Pettah Floating Market,6.9327253,79.8555267,Tourist Attraction,,,OpenStreetMap,,,
Lunuwila Coconut Research Institute.,7.6928238,79.8916988,Protected Area,,,OpenStreetMap,,,
Marble Beach,8.5122837,81.2111719,Beach,,,OpenStreetMap,,,
Dikwella Beach,5.9612746,80.6889634,Beach,,,OpenStreetMap,,,
Bathigama Beach,5.9594965,80.6822966,Beach,,,OpenStreetMap,,,
Nature Volunteers,6.4465934,79.9978008,Tourist Attraction,,,OpenStreetMap,,,
Deeghavapi Rajamaha Viharaya,7.2848714,81.7857398,Tourist Attraction,,,OpenStreetMap,,,
Tivańka Piļimage,7.9786914,81.006039,Tourist Attraction,,,OpenStreetMap,,,
Demala Maha Seya,7.9699088,81.0054547,Tourist Attraction,,,OpenStreetMap,,,
Royal Palace of King Parakramabahu,7.9423768,81.0006368,Tourist Attraction,,,OpenStreetMap,,,
Demodara Nine Arch Bridge,6.8768932,81.0609072,Tourist Attraction,,,OpenStreetMap,,,
Sea Turtle Habitats Area,5.9663612,80.3730743,Protected Area,,,OpenStreetMap,,,
Casuarina Beach,9.7630746,79.8866048,Beach,,,OpenStreetMap,,,
Akurala Beach,6.1906307,80.0639227,Beach,,,OpenStreetMap,,,
Lloyds Building,6.9365847,79.8443745,Tourist Attraction,,,OpenStreetMap,,,
