from,to,distance_km,duration_min
ella,wellawaya,37.7,44.5
ella,ratnapura,111.1,120.2
ella,kegalle,147.3,191.8
ella,embilipitiya,97.9,121.0
ella,balangoda,67.7,74.5
ella,ruwanwella,156.8,182.4
ella,deraniyagala,149.2,176.6
ella,kitulgala,128.3,150.3
ella,rakkula,95.1,106.4
passara,wellawaya,56.0,87.4
passara,ratnapura,139.9,163.1
passara,kegalle,166.8,207.5
passara,embilipitiya,116.3,163.9
passara,balangoda,96.5,117.4
passara,ruwanwella,168.0,205.5
passara,deraniyagala,166.4,219.1
passara,kitulgala,139.5,173.4
passara,rakkula,123.8,149.3
wellawaya,ratnapura,103.8,109.1
wellawaya,kegalle,163.6,204.5
wellawaya,embilipitiya,85.5,102.7
wellawaya,balangoda,60.4,63.4
wellawaya,ruwanwella,164.4,177.1
wellawaya,deraniyagala,141.9,165.5
wellawaya,kitulgala,128.2,159.1
wellawaya,rakkula,87.8,95.3
ratnapura,kegalle,90.8,104.6
ratnapura,embilipitiya,72.1,79.1
ratnapura,balangoda,43.9,46.9
ratnapura,ruwanwella,61.1,69.4
ratnapura,deraniyagala,38.7,57.8
ratnapura,kitulgala,81.7,90.0
ratnapura,rakkula,29.6,32.8
kegalle,embilipitiya,164.1,187.1
kegalle,balangoda,135.9,155.0
kegalle,ruwanwella,35.0,46.7
kegalle,deraniyagala,58.1,74.5
kegalle,kitulgala,54.4,67.1
kegalle,rakkula,121.6,140.9
embilipitiya,balangoda,53.8,66.0
embilipitiya,ruwanwella,132.6,146.9
embilipitiya,deraniyagala,110.2,135.4
embilipitiya,kitulgala,153.1,167.6
embilipitiya,rakkula,42.5,46.2
balangoda,ruwanwella,104.3,114.8
balangoda,deraniyagala,81.9,103.2
balangoda,kitulgala,95.0,124.6
balangoda,rakkula,27.8,33.0
ruwanwella,deraniyagala,26.2,34.4
ruwanwella,kitulgala,29.4,34.4
ruwanwella,rakkula,89.7,100.7
deraniyagala,kitulgala,46.7,54.9
deraniyagala,rakkula,67.4,89.0
kitulgala,rakkula,110.2,121.1
